ID	PAzules2.Archaea	PAzules3.Archaea	PAzules.Archaea
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__Methanospirillum|s__Methanospirillum_hungatei	0.02649	0.02949	0.02165
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__Methanospirillum|s__Methanospirillum_hungatei|t__GCF_000013445	0.02649	0.02949	0.02165
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales	0.52905	0.34842	0.33574
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae	0.08767	0.0863	0.05843
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta	0.08767	0.0863	0.05843
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_concilii	0.01241	0.0322	0.01862
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_concilii|t__GCF_000204415	0.01241	0.0322	0.01862
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_harundinacea	0.04189	0.03079	0.02191
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_harundinacea|t__GCF_000235565	0.04189	0.03079	0.02191
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_thermophila	0.03337	0.02331	0.0179
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanosaeta|s__Methanosaeta_thermophila|t__GCF_000014945	0.03337	0.02331	0.0179
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae	0.44138	0.26213	0.27731
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanococcoides	0.01319	0.0247	0.01968
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanococcoides|s__Methanococcoides_burtonii	0.01319	0.0247	0.01968
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanococcoides|s__Methanococcoides_burtonii|t__GCF_000013725	0.01319	0.0247	0.01968
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalobium	0.01143	0.02203	0.02255
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalobium|s__Methanohalobium_evestigatum	0.01143	0.02203	0.02255
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalobium|s__Methanohalobium_evestigatum|t__GCF_000196655	0.01143	0.02203	0.02255
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus	0.2795	0.03849	0.09564
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus|s__Methanohalophilus_mahii	0.2795	0.03849	0.09564
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus|s__Methanohalophilus_mahii|t__GCF_000025865	0.2795	0.03849	0.09564
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanolobus	0.03808	0.0529	0.03981
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanolobus|s__Methanolobus_psychrophilus	0.01351	0.02568	0.02068
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanolobus|s__Methanolobus_psychrophilus|t__GCF_000306725	0.01351	0.02568	0.02068
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanolobus|s__Methanolobus_tindarius	0.02456	0.02721	0.01913
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanolobus|s__Methanolobus_tindarius|t__GCF_000504205	0.02456	0.02721	0.01913
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans	0.02085	0.01871	0.01869
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_hollandica	0.02085	0.01871	0.01869
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_hollandica|t__GCF_000328665	0.02085	0.01871	0.01869
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosalsum	0.01283	0.03081	0.01927
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosalsum|s__Methanosalsum_zhilinae	0.01283	0.03081	0.01927
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosalsum|s__Methanosalsum_zhilinae|t__GCF_000217995	0.01283	0.03081	0.01927
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina	0.06549	0.07449	0.06167
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_acetivorans	0.01323	0.02229	0.02163
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_acetivorans|t__GCF_000007345	0.01323	0.02229	0.02163
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_barkeri	0.02869	0.02747	0.01794
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_barkeri|t__GCF_000195895	0.02869	0.02747	0.01794
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_mazei	0.02358	0.02474	0.0221
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_mazei|t__GCF_000007065	0.0	0.0	0.02043
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_mazei|t__Methanosarcina_mazei_unclassified	0.02358	0.02474	0.00167
k__Archaea|p__Euryarchaeota|c__Methanopyri	0.04557	0.02717	0.0195
k__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales	0.04557	0.02717	0.0195
k__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae	0.04557	0.02717	0.0195
k__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus	0.04557	0.02717	0.0195
k__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus_kandleri	0.04557	0.02717	0.0195
k__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus_kandleri|t__GCF_000007185	0.04557	0.02717	0.0195
k__Archaea|p__Euryarchaeota|c__Thermococci	0.23999	0.26518	0.29571
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales	0.23999	0.26518	0.29571
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae	0.23999	0.26518	0.29571
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus	0.1104	0.09867	0.12188
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_abyssi	0.02556	0.02034	0.01915
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_abyssi|t__GCF_000195935	0.02556	0.02034	0.01915
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_furiosus	0.02155	0.0247	0.02042
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_furiosus|t__Pyrococcus_furiosus_unclassified	0.02155	0.0247	0.02042
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_horikoshii	0.02212	0.02052	0.01886
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_horikoshii|t__GCF_000011105	0.02212	0.02052	0.01886
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_sp_NA2	0.0	0.0	0.02124
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_sp_NA2|t__GCF_000211475	0.0	0.0	0.02124
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_sp_ST04	0.0	0.0	0.0201
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_sp_ST04|t__GCF_000263735	0.0	0.0	0.0201
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_yayanosii	0.04117	0.03311	0.02211
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_yayanosii|t__GCF_000215995	0.04117	0.03311	0.02211
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	0.12958	0.16652	0.17383
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_barophilus	0.02119	0.02527	0.01908
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_barophilus|t__GCF_000151105	0.02119	0.02527	0.01908
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_gammatolerans	0.01485	0.0289	0.01882
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_gammatolerans|t__GCF_000022365	0.01485	0.0289	0.01882
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_kodakarensis	0.01711	0.02433	0.01909
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_kodakarensis|t__GCF_000009965	0.01711	0.02433	0.01909
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_onnurineus	0.01715	0.02533	0.01835
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_onnurineus|t__GCF_000018365	0.01715	0.02533	0.01835
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sibiricus	0.02552	0.0257	0.02094
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sibiricus|t__GCF_000022545	0.02552	0.0257	0.02094
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp_4557	0.0	0.0	0.01785
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp_4557|t__GCF_000221185	0.0	0.0	0.01785
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp_AM4	0.0	0.0	0.02224
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp_AM4|t__GCF_000151205	0.0	0.0	0.02224
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp_CL1	0.0	0.0	0.01875
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp_CL1|t__GCF_000265525	0.0	0.0	0.01875
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_zilligii	0.03376	0.03699	0.01871
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_zilligii|t__GCF_000258515	0.03376	0.03699	0.01871
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	0.10265	0.10565	0.07976
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales	0.10265	0.10565	0.07976
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae	0.02728	0.03029	0.01988
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma	0.02728	0.03029	0.01988
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma|s__Ferroplasma_acidarmanus	0.02728	0.03029	0.01988
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma|s__Ferroplasma_acidarmanus|t__GCF_000152265	0.02728	0.03029	0.01988
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae	0.0103	0.02635	0.02006
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus	0.0103	0.02635	0.02006
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus|s__Picrophilus_torridus	0.0103	0.02635	0.02006
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus|s__Picrophilus_torridus|t__GCF_000008265	0.0103	0.02635	0.02006
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	0.06508	0.049	0.03982
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma	0.06508	0.049	0.03982
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_acidophilum	0.04122	0.02299	0.02126
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_acidophilum|t__GCF_000195915	0.04122	0.02299	0.02126
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_volcanium	0.02386	0.02601	0.01856
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_volcanium|t__GCF_000011185	0.02386	0.02601	0.01856
k__Archaea|p__Korarchaeota	0.01071	0.02402	0.02041
k__Archaea|p__Korarchaeota|c__Korarchaeota_noname	0.01071	0.02402	0.02041
k__Archaea|p__Korarchaeota|c__Korarchaeota_noname|o__Korarchaeota_noname	0.01071	0.02402	0.02041
k__Archaea|p__Korarchaeota|c__Korarchaeota_noname|o__Korarchaeota_noname|f__Korarchaeota_noname	0.01071	0.02402	0.02041
k__Archaea|p__Korarchaeota|c__Korarchaeota_noname|o__Korarchaeota_noname|f__Korarchaeota_noname|g__Candidatus_Korarchaeum	0.01071	0.02402	0.02041
k__Archaea|p__Korarchaeota|c__Korarchaeota_noname|o__Korarchaeota_noname|f__Korarchaeota_noname|g__Candidatus_Korarchaeum|s__Candidatus_Korarchaeum_cryptofilum	0.01071	0.02402	0.02041
k__Archaea|p__Korarchaeota|c__Korarchaeota_noname|o__Korarchaeota_noname|f__Korarchaeota_noname|g__Candidatus_Korarchaeum|s__Candidatus_Korarchaeum_cryptofilum|t__GCF_000019605	0.01071	0.02402	0.02041
k__Archaea|p__Nanoarchaeota	0.01067	0.02501	0.01792
k__Archaea|p__Nanoarchaeota|c__Nanoarchaeota_noname	0.01067	0.02501	0.01792
k__Archaea|p__Nanoarchaeota|c__Nanoarchaeota_noname|o__Nanoarchaeota_noname	0.01067	0.02501	0.01792
k__Archaea|p__Nanoarchaeota|c__Nanoarchaeota_noname|o__Nanoarchaeota_noname|f__Nanoarchaeota_noname	0.01067	0.02501	0.01792
k__Archaea|p__Nanoarchaeota|c__Nanoarchaeota_noname|o__Nanoarchaeota_noname|f__Nanoarchaeota_noname|g__Nanoarchaeum	0.01067	0.02501	0.01792
k__Archaea|p__Nanoarchaeota|c__Nanoarchaeota_noname|o__Nanoarchaeota_noname|f__Nanoarchaeota_noname|g__Nanoarchaeum|s__Nanoarchaeum_equitans	0.01067	0.02501	0.01792
k__Archaea|p__Nanoarchaeota|c__Nanoarchaeota_noname|o__Nanoarchaeota_noname|f__Nanoarchaeota_noname|g__Nanoarchaeum|s__Nanoarchaeum_equitans|t__GCF_000008085	0.01067	0.02501	0.01792
k__Archaea|p__Thaumarchaeota	0.10678	0.16468	0.1405
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname	0.10678	0.16468	0.1405
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Cenarchaeales	0.04152	0.02357	0.0193
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Cenarchaeales|f__Cenarchaeaceae	0.04152	0.02357	0.0193
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Cenarchaeales|f__Cenarchaeaceae|g__Cenarchaeum	0.04152	0.02357	0.0193
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Cenarchaeales|f__Cenarchaeaceae|g__Cenarchaeum|s__Cenarchaeum_symbiosum	0.04152	0.02357	0.0193
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Cenarchaeales|f__Cenarchaeaceae|g__Cenarchaeum|s__Cenarchaeum_symbiosum|t__GCF_000200715	0.04152	0.02357	0.0193
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales	0.01906	0.06767	0.06329
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae	0.01906	0.06767	0.06329
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosoarchaeum	0.0	0.02337	0.02178
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosoarchaeum|s__Candidatus_Nitrosoarchaeum_limnia	0.0	0.02326	0.02178
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosoarchaeum|s__Candidatus_Nitrosoarchaeum_limnia|t__Candidatus_Nitrosoarchaeum_limnia_unclassified	0.0	0.02326	0.0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosoarchaeum|s__Candidatus_Nitrosoarchaeum_limnia|t__GCF_000241145	0.0	0.0	0.02178
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosoarchaeum|s__Candidatus_Nitrosoarchaeum_unclassified	0.0	0.0001	0.0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus	0.01906	0.0443	0.04151
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus_Nitrosopumilus_salaria	0.0	0.02062	0.02094
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus_Nitrosopumilus_salaria|t__GCF_000242875	0.0	0.02062	0.02094
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_maritimus	0.01906	0.02369	0.02057
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_maritimus|t__GCF_000018465	0.01906	0.02369	0.02057
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrososphaerales	0.01927	0.02269	0.01796
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrososphaerales|f__Nitrososphaeraceae	0.01927	0.02269	0.01796
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera	0.01927	0.02269	0.01796
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera|s__Candidatus_Nitrososphaera_gargensis	0.01927	0.02269	0.01796
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera|s__Candidatus_Nitrososphaera_gargensis|t__GCF_000303155	0.01927	0.02269	0.01796
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname	0.02692	0.05075	0.03994
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname	0.02692	0.05075	0.03994
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname	0.02692	0.05075	0.03994
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname|s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_A13	0.01635	0.02782	0.02061
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname|s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_A13|t__GCF_000399745	0.01635	0.02782	0.02061
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname|s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_I23	0.01057	0.02293	0.01933
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname|s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_I23|t__GCF_000399765	0.01057	0.02293	0.01933
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Hyperthermophilic_Archaeal_Virus_2	0.0	0.0	0.01838
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Hyperthermophilic_Archaeal_Virus_2|t__PRJNA50361	0.0	0.0	0.01838
