ID	PAzules2.Archaea	PAzules3.Archaea	PAzules.Archaea
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Candidatus_Halobonum|s__Candidatus_Halobonum_tyrrellensis	0.04091	0.03016	0.01717
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Candidatus_Halobonum|s__Candidatus_Halobonum_tyrrellensis|t__GCF_000495475	0.04091	0.03016	0.01717
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haladaptatus	0.02247	0.02836	0.01582
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haladaptatus|s__Haladaptatus_paucihalophilus	0.02247	0.02836	0.01582
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haladaptatus|s__Haladaptatus_paucihalophilus|t__Haladaptatus_paucihalophilus_unclassified	0.02247	0.02836	0.01582
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halalkalicoccus	0.03199	0.02614	0.01724
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halalkalicoccus|s__Halalkalicoccus_jeotgali	0.03199	0.02614	0.01724
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halalkalicoccus|s__Halalkalicoccus_jeotgali|t__Halalkalicoccus_jeotgali_unclassified	0.03199	0.02614	0.01724
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum	0.04677	0.02969	0.01887
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum|s__Halarchaeum_acidiphilum	0.04677	0.02969	0.01887
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halarchaeum|s__Halarchaeum_acidiphilum|t__Halarchaeum_acidiphilum_unclassified	0.04677	0.02969	0.01887
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula	0.18823	0.17322	0.14436
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_amylolytica	0.02599	0.03069	0.01901
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_amylolytica|t__GCF_000336615	0.02599	0.03069	0.01901
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_argentinensis	0.0183	0.02013	0.01625
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_argentinensis|t__GCF_000336895	0.0183	0.02013	0.01625
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_californiae	0.02203	0.02108	0.01545
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_californiae|t__GCF_000337755	0.02203	0.02108	0.01545
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_hispanica	0.03392	0.01471	0.01883
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_hispanica|t__GCF_000223905	0.03392	0.01471	0.01883
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_japonica	0.02017	0.02457	0.01786
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_japonica|t__GCF_000336635	0.02017	0.02457	0.01786
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_marismortui	0.00878	0.01953	0.02034
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_marismortui|t__GCF_000011085	0.00878	0.01953	0.02034
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_sinaiiensis	0.03784	0.01784	0.01915
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_sinaiiensis|t__GCF_000337275	0.03784	0.01784	0.01915
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_vallismortis	0.02121	0.02466	0.01749
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloarcula|s__Haloarcula_vallismortis|t__GCF_000337775	0.02121	0.02466	0.01749
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium	0.04776	0.02775	0.018
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_salinarum	0.0281	0.02775	0.01558
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_salinarum|t__Halobacterium_salinarum_unclassified	0.0281	0.02775	0.01558
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_unclassified	0.01966	0.0	0.00242
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma	0.06702	0.05265	0.03386
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma|s__Halobiforma_lacisalsi	0.04413	0.02799	0.0163
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma|s__Halobiforma_lacisalsi|t__Halobiforma_lacisalsi_unclassified	0.04413	0.02799	0.0163
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma|s__Halobiforma_nitratireducens	0.02289	0.02466	0.01756
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobiforma|s__Halobiforma_nitratireducens|t__GCF_000337895	0.02289	0.02466	0.01756
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus	0.10333	0.10672	0.09002
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_hamelinensis	0.02434	0.0323	0.01807
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_hamelinensis|t__Halococcus_hamelinensis_unclassified	0.02434	0.0323	0.01807
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_morrhuae	0.01763	0.01276	0.01974
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_morrhuae|t__GCF_000336695	0.01763	0.01276	0.01974
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_saccharolyticus	0.01742	0.02345	0.01619
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_saccharolyticus|t__GCF_000336915	0.01742	0.02345	0.01619
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_salifodinae	0.02278	0.01549	0.01785
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_salifodinae|t__GCF_000336935	0.02278	0.01549	0.01785
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_thailandensis	0.02116	0.02272	0.01817
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Halococcus_thailandensis|t__GCF_000336715	0.02116	0.02272	0.01817
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax	0.35433	0.26037	0.22401
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_alexandrinus	0.03066	0.01455	0.01505
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_alexandrinus|t__GCF_000336735	0.03066	0.01455	0.01505
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_denitrificans	0.02813	0.03078	0.02056
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_denitrificans|t__GCF_000337795	0.02813	0.03078	0.02056
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_elongans	0.04106	0.02681	0.01693
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_elongans|t__GCF_000336755	0.04106	0.02681	0.01693
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_gibbonsii	0.02697	0.02567	0.01789
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_gibbonsii|t__GCF_000336775	0.02697	0.02567	0.01789
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_larsenii	0.0239	0.02389	0.01955
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_larsenii|t__GCF_000336955	0.0239	0.02389	0.01955
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_lucentense	0.03055	0.02367	0.0273
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_lucentense|t__GCF_000336795	0.03055	0.02367	0.0273
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_mediterranei	0.02424	0.02506	0.01681
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_mediterranei|t__Haloferax_mediterranei_unclassified	0.02424	0.02506	0.01681
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_mucosum	0.04286	0.023	0.01601
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_mucosum|t__GCF_000337815	0.04286	0.023	0.01601
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_prahovense	0.02747	0.02767	0.01896
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_prahovense|t__GCF_000336815	0.02747	0.02767	0.01896
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sp_BAB2207	0.0	0.0	0.01998
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sp_BAB2207|t__GCF_000328285	0.0	0.0	0.01998
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sulfurifontis	0.05117	0.02483	0.01825
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sulfurifontis|t__GCF_000337835	0.05117	0.02483	0.01825
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_volcanii	0.02731	0.01446	0.01672
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_volcanii|t__Haloferax_volcanii_unclassified	0.02731	0.01446	0.01672
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogeometricum	0.02638	0.02119	0.01856
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogeometricum|s__Halogeometricum_borinquense	0.02638	0.02119	0.01856
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogeometricum|s__Halogeometricum_borinquense|t__Halogeometricum_borinquense_unclassified	0.02638	0.02119	0.01856
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum	0.01371	0.01594	0.01741
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Halogranum_salarium	0.01371	0.01594	0.01741
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Halogranum_salarium|t__GCF_000283335	0.01371	0.01594	0.01741
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium	0.05766	0.05639	0.03573
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_katesii	0.02843	0.02934	0.01809
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_katesii|t__GCF_000379085	0.02843	0.02934	0.01809
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_mukohataei	0.02923	0.02705	0.01764
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_mukohataei|t__GCF_000023965	0.02923	0.02705	0.01764
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius	0.021	0.02394	0.0167
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius|s__Halonotius_unclassified	0.021	0.02394	0.0167
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halopiger	0.02031	0.01447	0.01711
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halopiger|s__Halopiger_xanaduensis	0.02031	0.01447	0.01711
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halopiger|s__Halopiger_xanaduensis|t__GCF_000217715	0.02031	0.01447	0.01711
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum	0.02597	0.02363	0.03644
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum|s__Haloquadratum_walsbyi	0.02597	0.02363	0.03644
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum|s__Haloquadratum_walsbyi|t__GCF_000009185	0.0	0.0	0.0199
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum|s__Haloquadratum_walsbyi|t__GCF_000237865	0.0	0.0	0.01654
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum|s__Haloquadratum_walsbyi|t__Haloquadratum_walsbyi_unclassified	0.02597	0.02363	0.0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus	0.06923	0.04531	0.03424
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_tiamatea	0.03117	0.02019	0.01681
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_tiamatea|t__GCF_000215915	0.03117	0.02019	0.01681
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_utahensis	0.03806	0.02512	0.01743
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_utahensis|t__GCF_000023945	0.03806	0.02512	0.01743
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum	0.401	0.31398	0.23589
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_aidingense	0.03363	0.02417	0.0181
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_aidingense|t__GCF_000336995	0.03363	0.02417	0.0181
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_arcis	0.03237	0.02006	0.01874
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_arcis|t__GCF_000337015	0.03237	0.02006	0.01874
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_californiense	0.04262	0.0221	0.01867
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_californiense|t__GCF_000336875	0.04262	0.0221	0.01867
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_coriense	0.02453	0.02441	0.01722
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_coriense|t__GCF_000337035	0.02453	0.02441	0.01722
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_distributum	0.04328	0.02646	0.0179
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_distributum|t__Halorubrum_distributum_unclassified	0.04328	0.02646	0.0179
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_hochstenium	0.02745	0.01968	0.02033
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_hochstenium|t__GCF_000337075	0.02745	0.01968	0.02033
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_kocurii	0.03214	0.0216	0.01758
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_kocurii|t__GCF_000337355	0.03214	0.0216	0.01758
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_lacusprofundi	0.03912	0.02589	0.02122
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_lacusprofundi|t__GCF_000022205	0.03912	0.02589	0.02122
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_lipolyticum	0.03401	0.02899	0.01789
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_lipolyticum|t__GCF_000337375	0.03401	0.02899	0.01789
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_litoreum	0.03007	0.03339	0.01675
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_litoreum|t__GCF_000337395	0.03007	0.03339	0.01675
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_saccharovorum	0.02534	0.02252	0.01546
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_saccharovorum|t__GCF_000337915	0.02534	0.02252	0.01546
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_tebenquichense	0.01911	0.01893	0.01659
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_tebenquichense|t__GCF_000337415	0.01911	0.01893	0.01659
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_terrestre	0.01733	0.02577	0.01944
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorubrum|s__Halorubrum_terrestre|t__GCF_000337435	0.01733	0.02577	0.01944
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halosarcina	0.00874	0.02597	0.01788
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halosarcina|s__Halosarcina_pallida	0.00874	0.02597	0.01788
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halosarcina|s__Halosarcina_pallida|t__GCF_000337095	0.00874	0.02597	0.01788
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halosimplex	0.03702	0.02317	0.01798
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halosimplex|s__Halosimplex_carlsbadense	0.03702	0.02317	0.01798
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halosimplex|s__Halosimplex_carlsbadense|t__GCF_000337455	0.03702	0.02317	0.01798
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena	0.11411	0.10328	0.06698
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_limicola	0.02132	0.0272	0.01667
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_limicola|t__GCF_000337475	0.02132	0.0272	0.01667
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_salina	0.03048	0.02066	0.01714
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_salina|t__GCF_000337495	0.03048	0.02066	0.01714
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_thermotolerans	0.03254	0.03013	0.01706
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_thermotolerans|t__GCF_000337115	0.03254	0.03013	0.01706
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_turkmenica	0.02978	0.02528	0.0161
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloterrigena|s__Haloterrigena_turkmenica|t__GCF_000025325	0.02978	0.02528	0.0161
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halovivax	0.04981	0.04559	0.03338
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halovivax|s__Halovivax_asiaticus	0.02414	0.02362	0.01792
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halovivax|s__Halovivax_asiaticus|t__GCF_000337515	0.02414	0.02362	0.01792
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halovivax|s__Halovivax_ruber	0.02148	0.02197	0.01546
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halovivax|s__Halovivax_ruber|t__GCF_000328525	0.02148	0.02197	0.01546
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halovivax|s__Halovivax_unclassified	0.00419	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Natrialba	0.13768	0.11754	0.10013
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Natrialba|s__Natrialba_aegyptia	0.0196	0.01589	0.01605
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Natrialba|s__Natrialba_aegyptia|t__GCF_000337535	0.0196	0.01589	0.01605
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Natrialba|s__Natrialba_asiatica	0.01319	0.02178	0.01807
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Natrialba|s__Natrialba_asiatica|t__GCF_000337555	0.01319	0.02178	0.01807
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Natrialba|s__Natrialba_chahannaoensis	0.02637	0.02521	0.01718
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Natrialba|s__Natrialba_chahannaoensis|t__GCF_000337135	0.02637	0.02521	0.01718
